# airline,from,to,codeshare,stops,latfrom,longfrom,latto,longto,distance,Band_BA,Band_BA_gen,BA_pct
AA,CLT,SJU,NA,0,35.2140007019043,-80.94309997558594,18.4393997192,-66.0018005371,1478.2164591625926,3,3,38
AA,CLT,SLC,NA,0,35.2140007019043,-80.94309997558594,40.78839874267578,-111.97799682617187,1725.3615291711114,3,3,68
AA,CLT,SMF,NA,0,35.2140007019043,-80.94309997558594,38.69540023803711,-121.59100341796875,2241.2973108399356,4,4,24
AA,CLT,SRQ,*,0,35.2140007019043,-80.94309997558594,27.39539909362793,-82.55439758300781,549.1110399135456,1,1,84
AA,CLT,STL,NA,0,35.2140007019043,-80.94309997558594,38.748697,-90.370003,575.0229802988966,1,1,88
AA,CLT,STL,*,0,35.2140007019043,-80.94309997558594,38.748697,-90.370003,575.0229802988966,1,1,88
AA,CLT,SYR,NA,0,35.2140007019043,-80.94309997558594,43.11119842529297,-76.1063003540039,604.4430478519924,1,1,93
AA,CLT,SYR,*,0,35.2140007019043,-80.94309997558594,43.11119842529297,-76.1063003540039,604.4430478519924,1,1,93
AA,CLT,TLH,*,0,35.2140007019043,-80.94309997558594,30.396499633789063,-84.35030364990234,387.59163111853115,1,1,60
AA,CLT,TOL,*,0,35.2140007019043,-80.94309997558594,41.58679962,-83.80780029,467.28552675009115,1,1,72
AA,CLT,TPA,NA,0,35.2140007019043,-80.94309997558594,27.975500106811523,-82.533203125,509.35699496592235,1,1,78
AA,CLT,TRI,*,0,35.2140007019043,-80.94309997558594,36.475201,-82.407401,119.79442201309504,1,1,18
AA,CLT,TUL,NA,0,35.2140007019043,-80.94309997558594,36.19839859008789,-95.88809967041016,841.3505996076528,2,2,38
AA,CLT,TUL,*,0,35.2140007019043,-80.94309997558594,36.19839859008789,-95.88809967041016,841.3505996076528,2,2,38
AA,CLT,TYS,*,0,35.2140007019043,-80.94309997558594,35.81100082,-83.9940033,176.66386980194974,1,1,27
AA,CLT,UVF,NA,0,35.2140007019043,-80.94309997558594,13.7332,-60.952599,1938.6787760413022,3,3,93
AA,CLT,VPS,*,0,35.2140007019043,-80.94309997558594,30.4832,-86.525398,460.599791699565,1,1,71
AA,CLT,XNA,*,0,35.2140007019043,-80.94309997558594,36.281898,-94.306801,753.2398596141632,2,2,20
AA,CLT,YUL,*,0,35.2140007019043,-80.94309997558594,45.4706001282,-73.7407989502,803.8723349618551,2,2,31
AA,CLT,YYZ,*,0,35.2140007019043,-80.94309997558594,43.6772003174,-79.63059997559999,589.5654775800141,1,1,91
AA,DCA,ALB,*,0,38.8521,-77.037697,42.74829864501953,-73.80169677734375,318.2820566410213,1,1,49
AA,DCA,ATL,*,0,38.8521,-77.037697,33.6367,-84.428101,547.4770896612528,1,1,84
AA,DCA,BDL,*,0,38.8521,-77.037697,41.9388999939,-72.68319702149999,313.3042124348918,1,1,48
AA,DCA,BGR,*,0,38.8521,-77.037697,44.80739974975586,-68.8281021118164,589.9521980307486,1,1,91
AA,DCA,BHM,*,0,38.8521,-77.037697,33.56290054,-86.75350189,653.5379698177244,2,1,1
AA,DCA,BNA,*,0,38.8521,-77.037697,36.1245002746582,-86.6781997680664,561.4055478938636,1,1,86
AA,DCA,BTV,*,0,38.8521,-77.037697,44.471900939899996,-73.15329742429999,437.3605958513619,1,1,67
AA,DCA,BUF,*,0,38.8521,-77.037697,42.94049835,-78.73220062,296.3325708906231,1,1,46
AA,DCA,CAE,*,0,38.8521,-77.037697,33.93880081176758,-81.11949920654297,408.73227399110203,1,1,63
AA,DCA,CAK,*,0,38.8521,-77.037697,40.916099548339844,-81.44219970703125,273.8737904378051,1,1,42
AA,DCA,CHA,*,0,38.8521,-77.037697,35.035301208496094,-85.20379638671875,522.6642064486235,1,1,80
AA,DCA,CHS,*,0,38.8521,-77.037697,32.89860153,-80.04049683,444.7961583353812,1,1,68
AA,DCA,CLE,*,0,38.8521,-77.037697,41.4117012024,-81.8498001099,309.93859756827993,1,1,48
AA,DCA,CMH,*,0,38.8521,-77.037697,39.998001,-82.891899,322.6155711441063,1,1,50
AA,DCA,CRW,*,0,38.8521,-77.037697,38.37310028076172,-81.59320068359375,248.41181259820684,1,1,38
AA,DCA,CVG,*,0,38.8521,-77.037697,39.0488014221,-84.6678009033,410.5538545279788,1,1,63
AA,DCA,DAY,*,0,38.8521,-77.037697,39.902400970458984,-84.21939849853516,390.68756531019085,1,1,60
AA,DCA,DFW,NA,0,38.8521,-77.037697,32.896801,-97.038002,1191.2222833632102,3,3,5
AA,DCA,DSM,*,0,38.8521,-77.037697,41.534000396728516,-93.66310119628906,896.3141711343209,2,2,49
AA,DCA,DTW,*,0,38.8521,-77.037697,42.212398529052734,-83.35340118408203,405.1211317886835,1,1,62
AA,DCA,DTW,*,0,38.8521,-77.037697,42.212398529052734,-83.35340118408203,405.1211317886835,1,1,62
AA,DCA,GSO,*,0,38.8521,-77.037697,36.097801208496094,-79.93730163574219,248.22904715266503,1,1,38
AA,DCA,GSP,*,0,38.8521,-77.037697,34.8956985474,-82.2189025879,396.20671227052844,1,1,61
AA,DCA,GRR,*,0,38.8521,-77.037697,42.88079834,-85.52279663,523.6806712796831,1,1,80
AA,DCA,HPN,*,0,38.8521,-77.037697,41.06700134277344,-73.70760345458984,233.72964510727496,1,1,36
AA,DCA,HSV,*,0,38.8521,-77.037697,34.637199401855,-86.775100708008,612.9367788439179,1,1,94
AA,DCA,IND,*,0,38.8521,-77.037697,39.7173,-86.294403,498.96411663852484,1,1,77
AA,DCA,JAN,*,0,38.8521,-77.037697,32.3111991882,-90.0758972168,860.4713501504622,2,2,42
AA,DCA,JAX,*,0,38.8521,-77.037697,30.49410057067871,-81.687896728515625,635.5284549074106,1,1,98
AA,DCA,JFK,NA,0,38.8521,-77.037697,40.63980103,-73.77890015,212.8826843466638,1,1,33
AA,DCA,JFK,*,0,38.8521,-77.037697,40.63980103,-73.77890015,212.8826843466638,1,1,33
AA,DCA,LAN,*,0,38.8521,-77.037697,42.77870178222656,-84.58740234375,479.24722595783766,1,1,74
AA,DCA,LAS,NA,0,38.8521,-77.037697,36.08010101,-115.1520004,2086.1494105048387,4,4,9
AA,DCA,LAX,NA,0,38.8521,-77.037697,33.94250107,-118.4079971,2308.4279177546764,4,4,31
AA,DCA,LGA,*,0,38.8521,-77.037697,40.77719879,-73.87259674,214.47704636737691,1,1,33
AA,DCA,LIT,*,0,38.8521,-77.037697,34.729400634799994,-92.2242965698,886.9632062545489,2,2,47
AA,DCA,MCI,*,0,38.8521,-77.037697,39.2976,-94.713898,948.1813630425067,2,2,59
AA,DCA,MCO,NA,0,38.8521,-77.037697,28.429399490356445,-81.30899810791016,761.4890396986135,2,2,22
AA,DCA,MEM,*,0,38.8521,-77.037697,35.04240036010742,-89.97669982910156,761.422082041805,2,2,22
AA,DCA,MGM,*,0,38.8521,-77.037697,32.30059814,-86.39399719,693.8771440094677,2,2,9
AA,DCA,MHT,*,0,38.8521,-77.037697,42.932598,-71.435699,406.59816252129184,1,1,62
AA,DCA,MIA,NA,0,38.8521,-77.037697,25.79319953918457,-80.29060363769531,922.8999621128605,2,2,54
